Date,Location,Group,question_number,Question_text,Answer_Likert,Open-ended
11/3/2023,Pereira,5,3,3.     Plantas asintomáticas dentro del cultivo son un factor de riesgo como fuente de inóculo de Foc-R4T.,Muy de acuerdo,"La percepcion de riesgo es alta porque El material de propagacion SE obtiene libremente en Las zonas productoras y SE mueve con igual libertad. Las restricciones gubernamentales no son suficientes para evitarlo.
La confusion que pueden generar los sintomas iniciales puede llevar a tomar medidas que pueden favorecer incluso la dispersion
"
11/3/2023,Pereira,5,4,"4.     Movimiento de equipos agrícolas contaminados (herramientas, vehículos, equipos, etc.…) son factores que pueden diseminar Foc-R4T ",Muy de acuerdo,En muchas zonas la oferta de Mano de obra SE ofrece en grupos de trabajadores que no tienen precauciones o entrenamiento en medidas preventivas. Sensibilizacion es necesaria para que todos Sean agentes de prevencion.
11/3/2023,Pereira,5,5,5.     La presencia de pequeños focos de Foc-R4T en áreas remotas impide que sean identificados y contenidos,Muy de acuerdo,"Es de alto riesgo igualmente porque puede ser El Punto de origen de difusion de patogenos. Algunas zonas aisladas ,por falta de difusion del riesgo, pueden ser los que pueden iniciar El movimiento del patogeno. Nuestra informalidad en El cultivo de platano puede representar mayor riesgo porque en areas pequeñas pueden surgir los focos."
11/3/2023,Pereira,5,6,"6.     Foc-R4T puede ser transportado por el agua, lo que lleva a la contaminación de las áreas aguas abajo",Muy de acuerdo,"En Las zonas donde llegan aguas de escorrentia, como en Las zonas bajas de montaña  puede haber mayor riesgo. Igualmente la acumulacion o disposicion de material contaminado cerca a Fuentes de agua, practica comun, puede ser tambien foco de dispersion."
11/3/2023,Pereira,5,7,"7.     El movimiento de material vegetal infectado, como plántulas o cormos, por parte de los seres humanos puede propagar Foc-R4T",Muy de acuerdo,"En Este cultivo, como en muchos de zonas tropicales los cultivos que SE propagan vegetativamente tienen mayor probabilidad de moverse con los humanos."
11/3/2023,Pereira,5,8,8.     El comercio internacional de plantas y partes de plantas de banano y plátano puede facilitar la difusión a larga distancia de Foc-R4T,De acuerdo,Si SE tratara de movilidad de material desde Ecuador y Venezuela si hay riesgo porque hay mayor probabilidad de traer material como Planta y cormos. De otros paises la restricciones impuestas por El ICA y a que SE introduciria material in vitro El riesgo tenderia a cero.
11/3/2023,Pereira,5,9,9.     Las regulaciones de cuarentena débiles o ineficaces pueden permitir la diseminación de Foc-R4T,Muy de acuerdo,Las regulaciones impuestas con comercio informal de material vegetal contaminado resulta muy riesgoso
11/3/2023,Pereira,5,10,10.     Ciertos insectos pueden contribuir a la transmisión de Foc-R4T,Muy de acuerdo,"El picudo del platano puede desplazarse entre plantas con gran eficacia, puede volar aunque no a grandes distacias. Seria importante en areas pequeñas."
11/3/2023,Pereira,5,11,"11.     La mala implementación de medidas de bioseguridad, la eliminación inadecuada de las plantas y el manejo deficiente de las plantaciones  pueden aumentar el riesgo de propagación de Foc-R4T.",Muy de acuerdo,La bioseguridad podri­a SEr importante para la dispersion. Sin embargo la eliminacion de plantas inadecuada puede favorecer El incremento del inoculo.
11/3/2023,Pereira,5,12,12.     El tráfico humano hacia y desde las regiones infectadas puede introducir inadvertidamente Foc-R4T a nuevas áreas.,Muy de acuerdo,Es uno de Las mejores Fuentes de diseminacion en UN Pais agricola como Colombia con Alta movilidad de Mano de obra asociada Al cultivo de cafe 
11/3/2023,Pereira,5,13,13.     El monitoreo inadecuado puede retrasar la detección y futura contención del Foc-R4T,Muy de acuerdo,La Frecuencia del monitoreo puede permitir la identificacion de areas problema. Educar a los trabajadores puede SEr estrategico en Las labores de prevencion 
11/3/2023,Pereira,5,14,14.     Las propiedades químicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T - Muy en desacuerdo.,De acuerdo,Sin embargo los rangos de adaptacion de Los patogenos son amplios luego no necesariamente esta caracteristica impediri­a de forma significativa El desarrollo De la epidemia
11/3/2023,Pereira,5,15,15.     La biota del suelo son factores que afectan el desarrollo de epidemias de Foc-R4T ,Muy de acuerdo,UN suelo mas diverso en microorganismos puede evitar El crecimiento del patogeno y por consiguiente de epidemias
11/3/2023,Pereira,5,16,16.     La temperatura es n factor que afectan el desarrollo de epidemias de Foc-R4T ,Muy de acuerdo,Es UN factor importante del triangulo de la enfermedad y Este patogeno SE ha adaptado a zonas tropicales y subtropicales. 
11/3/2023,Pereira,5,17,17.     Las tormentas presentan un efecto de riesgo asociado a la dispersión de Foc-R4T ,Muy de acuerdo,"El movimiento de suelo, agua, insectos por Las tormentas puede favorecer localmente la dispersion "
11/3/2023,Pereira,5,18,18.     El viento presenta un efecto de riesgo asociado a la dispersión de Foc-R4T ,De acuerdo,Seria muy Baja la probabilidad. El movimiento de vectores podria ser lo unico favorecido.
11/3/2023,Pereira,5,19,19.     La precipitación es un factor de riesgo en epidemias de Foc R4T,Muy de acuerdo,"Igual Al riesgo que representan Las tormentas por El movimiento del agua, con El riesgo mayor en zonas bajas que reciben agua de escorrentia"
11/3/2023,Pereira,5,20,20.     Conexión de redes de drenaje entre lotes y cultivos de banano es un factor de riesgo en epidemias de  Foc R4T,Muy de acuerdo,En platano no representa riesgo porque no SE USA El riego. En platano si y seri­a importante tener mapas de movimiento de aguas por zonas
11/3/2023,Pereira,5,21,21.      Otros hospederos son un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,"Si las arvenses, ornamentales y otras plantas acompañantes podri­an ser importantes en El riesgo "
11/3/2023,Pereira,5,22,22.     El cambio climático es un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,"Si puesto que puede desencadenar reubicacion de zonas productoras, igual mente condiciones extremas generan mayor susceptibilidad de plantas por estres "
11/3/2023,Pereira,5,23,23.     Las propiedades físicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T,Muy de acuerdo,En relacion a la movilidad del agua desfavorecida por suelos con altos contenidos de arcillas puede resultar mas importante para El desarrollo de la epidemia. Suelos livianos podrian aumentar El movimiento del agua de zonas altas a bajas
11/3/2023,Pereira,6,1,1.     El movimiento de suelo contaminado es un factor de riesgo para introducir Foc-R4T a nuevas áreas,Muy de acuerdo,Transporta patogenos
11/3/2023,Pereira,6,2,2.     El movimiento de plantas contaminadas (material vegetal de siembra o desechos de cultivos) es un factor de riesgo para introducir Foc-R4T a nuevas áreas.,Muy de acuerdo,Porque se adhiere y ayuda a su facil diseminacion
11/3/2023,Pereira,6,3,3.     Plantas asintomáticas dentro del cultivo son un factor de riesgo como fuente de inóculo de Foc-R4T.,De acuerdo,Si porque existe patogenos que en cualquier momento puede manifestar sintomas.
11/3/2023,Pereira,6,4,"4.     Movimiento de equipos agrícolas contaminados (herramientas, vehículos, equipos, etc.…) son factores que pueden diseminar Foc-R4T ",Muy de acuerdo,Si porque las clamidosporas se adhieren facilmente a cualquier superficie o material quedando latentes por  40 años 
11/3/2023,Pereira,6,5,5.     La presencia de pequeños focos de Foc-R4T en áreas remotas impide que sean identificados y contenidos,Muy de acuerdo,Porque no son vigilados y no reportan a las instituciones.
11/3/2023,Pereira,6,6,"6.     Foc-R4T puede ser transportado por el agua, lo que lleva a la contaminación de las áreas aguas abajo",Muy de acuerdo,"El patogeno sobrevive en el agua y es un factor de diseminacion 
"
11/3/2023,Pereira,6,7,"7.     El movimiento de material vegetal infectado, como plántulas o cormos, por parte de los seres humanos puede propagar Foc-R4T",Muy de acuerdo,Se transporta facilmente por que ya son plantulas enfermas
11/3/2023,Pereira,6,8,8.     El comercio internacional de plantas y partes de plantas de banano y plátano puede facilitar la difusión a larga distancia de Foc-R4T,De acuerdo,Es importante y hay reglamentacion por parte del ICA de no transportar material vegetal para evitar la diseminacion 
11/3/2023,Pereira,6,9,9.     Las regulaciones de cuarentena débiles o ineficaces pueden permitir la diseminación de Foc-R4T,Muy de acuerdo,Por que para evitar la desiminacion se debe ser energicos en la norma
11/3/2023,Pereira,6,10,10.     Ciertos insectos pueden contribuir a la transmisión de Foc-R4T,De acuerdo,Transporta de un lugar a otro el patogeno 
11/3/2023,Pereira,6,11,"11.     La mala implementación de medidas de bioseguridad, la eliminación inadecuada de las plantas y el manejo deficiente de las plantaciones  pueden aumentar el riesgo de propagación de Foc-R4T.",Muy de acuerdo,Si no se adoptan las medidas se facilita la dispersion 
11/3/2023,Pereira,6,12,12.     El tráfico humano hacia y desde las regiones infectadas puede introducir inadvertidamente Foc-R4T a nuevas áreas.,Muy de acuerdo,Si porque no hay medidas de control en desinfeccion y prevencion 
11/3/2023,Pereira,6,13,13.     El monitoreo inadecuado puede retrasar la detección y futura contención del Foc-R4T,Muy de acuerdo,Si no se diagnostica una planta a tiempo se convierte en foco de infeccion 
11/3/2023,Pereira,6,14,14.     Las propiedades químicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T - Muy en desacuerdo.,Muy de acuerdo,Si influyen y de acuerdo a las condiciones quimicas del suelo el patogeno puede sobrevivir o no
11/3/2023,Pereira,6,15,15.     La biota del suelo son factores que afectan el desarrollo de epidemias de Foc-R4T ,De acuerdo,Los patogenos son habitantes naturales del suelo
11/3/2023,Pereira,6,16,16.     La temperatura es n factor que afectan el desarrollo de epidemias de Foc-R4T ,Muy de acuerdo,A mayor temperatura es mas facil el desarrollo del patogeno 
11/3/2023,Pereira,6,17,17.     Las tormentas presentan un efecto de riesgo asociado a la dispersión de Foc-R4T ,De acuerdo,Por que son factores que transportan el patogeno 
11/3/2023,Pereira,6,18,18.     El viento presenta un efecto de riesgo asociado a la dispersión de Foc-R4T ,De acuerdo,El viento transporta los conidios
11/3/2023,Pereira,6,19,19.     La precipitación es un factor de riesgo en epidemias de Foc R4T,Muy de acuerdo,El agua transporta las ascosporas
11/3/2023,Pereira,6,20,20.     Conexión de redes de drenaje entre lotes y cultivos de banano es un factor de riesgo en epidemias de  Foc R4T,Ni de acuerdo ni en desacuerdo,Por esta region no utilizamos sistema de riego y el agua por ladera es mas por escorrentia
11/3/2023,Pereira,6,21,21.      Otros hospederos son un factor de riesgo en epidemias Foc R4T ,De acuerdo,Por que estan latentes en los lotes y territorio
11/3/2023,Pereira,6,22,22.     El cambio climático es un factor de riesgo en epidemias Foc R4T ,De acuerdo,Por que se manifiesta en extremo lluvias o verano
11/3/2023,Pereira,6,23,23.     Las propiedades físicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T,En desacuerdo,Afecta por las condiciones del suelo pueden influir en el desarrollo acelerado del patogeno 
11/3/2023,Pereira,7,1,1.     El movimiento de suelo contaminado es un factor de riesgo para introducir Foc-R4T a nuevas áreas,Muy de acuerdo,"El suelo si es un factor de riesgo muy alto tanto en transporte de material vegetal, como suelo en calzado y llantas de vehiculos "
11/3/2023,Pereira,7,2,2.     El movimiento de plantas contaminadas (material vegetal de siembra o desechos de cultivos) es un factor de riesgo para introducir Foc-R4T a nuevas áreas.,Muy de acuerdo,"El riesgo es muy alto, se pueden estar transportando material vegetal asintomatico a nuevas regiones"
